,text,search_term,related,sentiment1,sentiment2,sentiment3
1409,"Boeing is recommending 737 Max pilots receive simulator training — an outcome the company had tried to avoid. The decision is an expensive one, and will likely further delay the plane's return to service after it was grounded following two fatal crashes.",Boeing,1.0,-1.0,1.0,-0.5
1423,"Breaking News: Dennis Muilenberg, who ran Boeing during 2 deadly crashes, will leave the company with $62.2 million in stock and pension awards",Boeing,1.0,0.0,-1.0,0.0
1430,"Boeing will recommend that pilots train in simulators before flying the 737 Max, a move it had long resisted. The jets have been grounded since March following 2 crashes that killed 346 people.",Boeing,1.0,-1.0,1.0,-1.0
1431,"Even as Boeing inches closer to getting the 737 Max back in the air, new problems with the plane are emerging that go beyond the software that played a role in two deadly crashes",Boeing,1.0,-1.0,0.5,-0.5
1457,United Airlines to record $90 million charge related to Hong Kong routes,United Airlines,1.0,,-1.0,-0.5
1462,"United Airlines is hoping to make the cold weather a bit more bearable with durable new uniforms for their 28,000 employees who work primarily outdoors.",United Airlines,1.0,0.0,1.0,0.5
1466,Man charged £600 for 30-minute Uber journey,UBER,1.0,0.0,-1.0,0.0
1469,Customer criticises Uber after driver stopped him kissing a man because she is 'Christian' ,UBER,1.0,0.0,-1.0,-0.5
1473,Uber Eats sold to local rival in India ,UBER,1.0,,1.0,-0.5
1477,Uber and DoorDash reportedly held failed talks to merge last year ,UBER,1.0,0.0,-1.0,-1.0
1482,Uber to offer UK drivers electric Nissan cars at a discount as it fights London ban ,UBER,1.0,-1.0,1.0,0.5
1486,"Stocks making the biggest moves midday: Morgan Stanley, Beyond Meat, Uber, Tesla and more ",UBER,1.0,1.0,0.0,0.0
1489,"LinkedIn Editor-in-Chief @danroth explains why job seekers would apply to work at places that get bad press, like Tesla and Uber. ",UBER,1.0,0.0,-1.0,-0.5
1506,"Bollywood star, Sonam Kapoor, 'shaken' after Uber ride in London ",UBER,1.0,0.0,-1.0,0.0
1507,The chief executive of Uber Technologies has held private talks with London’s transport supremo amid the legal battle overshadowing the ride-hailing app’s biggest British operation ,UBER,1.0,-1.0,0.5,-0.5
1508,Uber and London transport chiefs hold crunch talks amid licence dispute ,UBER,1.0,-1.0,1.0,-0.5
1514,Uber loosens rules for drivers to escape California law ,UBER,1.0,-1.0,1.0,-0.5
1518,Uber is learning that the disrupter economy works both ways as their drivers exercise their rights to flexibility — Joy Lo Dico ,UBER,1.0,0.0,-1.0,0.0
1528,"Exclusive: To fight a new employment law, Uber pits California drivers against each other. Critics call the ""name your price"" system a race to the bottom. Uber is arguing the changes establish driver independence. ",UBER,1.0,-1.0,0.5,-0.5
1530,"Uber’s secret project to bolster its case against AB5, California’s gig-worker law",UBER,1.0,,0.0,0.0
1538,The IPO of mattress company Casper will be a test of how much Wall Street’s appetite for money-losing startups has changed after Uber and WeWork. ,UBER,1.0,0.0,-1.0,0.0
1545,"Ahead of Uber exit, Colombian president calls for tech level playing field ",UBER,1.0,0.0,-1.0,0.0
1546,Uber will begin data collection for self-driving vehicles on Friday in Washington ,UBER,1.0,0.0,1.0,0.0
1550,Uber sells Indian food delivery arm to Ant Financial-backed Zomato ,UBER,1.0,,-1.0,-0.5
1581,Uber sells its India food delivery business to Zomato ,UBER,1.0,,-1.0,-0.5
1585,Uber is testing a new feature that lets some drivers in California choose how much they will charge customers. It's the company's latest response to a new state law that makes it more difficult for employers to classify workers as independent contractors. ,UBER,1.0,0.0,0.5,0.0
1594,"This Uber driver graduated after a passenger paid her college debt, allowing her to complete classes. ",UBER,1.0,0.0,1.0,0.0
1598,An Uber driver says she is one step closer to achieving her dream of becoming a lawyer thanks to a random passenger who paid off her college debt when he heard her life's story ,UBER,1.0,0.0,1.0,0.0
1619,Tesla shares could dive into 'deep pessimism' after 100% rally in three months $TSLA (via @TradingNation),TSLA,1.0,,0.5,-1.0
1626,Tesla denies cars will ‘spontaneously accelerate’ ,Tesla,1.0,0.0,1.0,0.0
1632,Tesla sells ‘bulletproof’ t-shirt mocking viral Cybertruck launch ,Tesla,1.0,0.0,0.5,0.0
1636,New jobs vs Environmental threat: #Tesla factory project divides German town ,Tesla,1.0,,-1.0,-0.5
1638,#Tesla factory project near #Berlin divides town over climate and jobs,Tesla,1.0,,-1.0,0.0
1644,"Tesla directors settle, isolating Musk as SolarCity trial looms. ",Tesla,1.0,0.0,-1.0,0.0
1646,"Tesla CEO Elon Musk said, “We’re spending money as quickly as we can spend it sensibly.” ",Tesla,1.0,,1.0,0.0
1647,"Stocks making the biggest moves midday: Tesla, Penn National Gaming, Facebook, Microsoft &amp; more ",Tesla,1.0,1.0,0.0,0.0
1650,"Elon Musk rips Tesla analysts, says individual investors 'have better insights' than Wall Street ",Tesla,1.0,1.0,0.0,-0.5
1657,"What to watch today: Dow to fall, Tesla's rally and coronavirus concerns ",Tesla,1.0,0.0,1.0,0.0
1658,"Elon Musk says Tesla won't raise capital, will focus on lowering cost of batteries ",Tesla,1.0,0.0,1.0,-0.5
1666,American World War II bombs found at Tesla's new German site have been defused ,Tesla,1.0,,0.0,0.0
1669,Senator asks Tesla to re-brand its Autopilot feature because it can confuse drivers ,Tesla,1.0,0.0,-1.0,0.0
1671,"Here are Thursday's biggest analyst calls of the day: Tesla, General Electric, Micron &amp; more ",Tesla,1.0,1.0,0.0,0.0
1676,"Stocks making the biggest moves midday: Tesla, Capital One, Northern Trust, IBM &amp; more ",Tesla,1.0,1.0,0.0,0.0
1680,History shows Tesla may have a rough go of it from here after stock doubled in 6 months,Tesla,1.0,-1.0,0.5,-1.0
1688,"Stocks making the biggest moves midday: Morgan Stanley, Tesla, Alcoa &amp; more ",Tesla,1.0,1.0,0.0,0.0
1690,Here’s why Morgan Stanley is downgrading Tesla to underweight. ,Tesla,1.0,0.0,-1.0,-1.0
1715,"""If you can put together Legos you can put together a Tesla,” says this Tesla owner who decided to take repairs into his own hands. ",Tesla,1.0,,0.0,0.0
1720,"Here are Friday's biggest analyst calls of the day: Nvidia, Facebook, Tesla, Amazon &amp; more ",Tesla,1.0,1.0,0.0,0.0
1730,Ex-GM executive Bob Lutz finally has something encouraging to say about Elon Musk and Tesla ,Tesla,1.0,0.0,1.0,0.5
1731,Tesla's trek to all-time highs has put prospective buyers in a tough spot. (via @TradingNation) ,Tesla,1.0,0.0,1.0,-0.5
1743,"LISTEN NOW: Bold calls from Blackstone’s Byron Wien, new milestones from Tesla and tech founders moving on to new ventures — these stories and more on the Squawk Pod podcast by @SquawkCNBC. Subscribe here: ",Tesla,1.0,1.0,0.0,0.0
1747,"Tesla bear is forced to hike price target after rally, but still expects a 25% drop",Tesla,1.0,-1.0,1.0,-1.0
1750,China could be the 'swing factor' for Tesla's stock as Model 3 cars roll out to Chinese consumers,Tesla,1.0,0.5,0.0,0.0
1753,"Stocks making the biggest moves midday: L3Harris, Tesla, Apache &amp; more",Tesla,1.0,1.0,0.0,0.0
1766,"Elon Musk celebrated the launch of Tesla's Model 3 electric cars with some interesting dance moves during a visit to his company's 'Gigafactory' in Shanghai. To read more about the launch, click here:",Tesla,1.0,,1.0,0.0
1770,Elon Musk flaunts striptease moves in front of Tesla workers in China ,Tesla,1.0,0.0,-1.0,0.0
1781,Tesla says unintended acceleration claims are false ,Tesla,1.0,-1.0,1.0,0.0
1784,#DailyChinaBriefing on Jan. 8: 1. Made-in-China Tesla vehicles delivered to customers,Tesla,1.0,0.0,1.0,0.0
1797,Tesla's Shanghai factory delivers its first cars to customers. ,Tesla,1.0,0.0,1.0,0.0
1798,"Tesla aims to build 500,000 vehicles per year near Berlin.",Tesla,1.0,0.0,1.0,0.0
1800,Tesla plans to build half a million electric vehicles a year at its future factory outside Berlin. ,Tesla,1.0,0.0,1.0,0.0
1803,Tesla’s earnings beat expectations but @WSJheard explains why investors shouldn’t overlook the income statement. #WSJWhatsNow,Tesla,1.0,0.0,1.0,1.0
1818,“Probably even more people prefer an SUV than a sedan.” The Model Y targets a broader spectrum of buyers and holds the key to increasing Tesla’s production volumes. ,Tesla,1.0,1.0,0.0,0.0
1819,Tesla’s first made-in-China cars hit the road with the rollout of Model 3 sedans from the carmaker’s Shanghai factory #WSJWhatsNow,Tesla,1.0,0.0,1.0,0.5
1820,"Tesla's Shanghai factory can produce 1,000 vehicles a week",Tesla,1.0,0.0,1.0,0.5
1826,"Tesla partners with LG Chem, CATL for battery supply ",Tesla,1.0,0.0,1.0,0.0
1829,Investors sound out Tesla ahead of earnings report ,Tesla,1.0,0.0,-1.0,0.0
1831,"Tesla still has a long way to go before reaching the steady profits of rivals Porsche, BMW and Mercedes-Benz ",Tesla,1.0,0.0,-1.0,-0.5
1832,Factbox: Electric vehicle subsidies under pressure in some Tesla core markets ,Tesla,1.0,,-1.0,-0.5
1839,U.S. senator slams Tesla's 'misleading' name for Autopilot driver assistance system ,Tesla,1.0,0.0,-1.0,-0.5
1840,Tesla touts safeguards as senator urges company to rebrand 'Autopilot' ,Tesla,1.0,0.0,-1.0,0.5
1848,"Michigan, Tesla settle suit over direct vehicle sales ",Tesla,1.0,0.5,-1.0,0.5
1859,Tesla says no unintended acceleration in its vehicles ,Tesla,1.0,-1.0,1.0,0.0
1870,.@Tesla is seeking shift from 'Made in China' to 'Designed in China' ,Tesla,1.0,0.0,1.0,0.0
1873,Tesla says it plans to open China design and research center ,Tesla,1.0,0.0,1.0,0.5
1891,"Trump, the bull run, Tesla jigs and more: Gerber Kawasaki's Ross Gerber joins @freddiethekat to dissect the markets",Tesla,1.0,0.0,1.0,0.0
1901,"Elon Musk stripped off his jacket and flung it aside to reveal a T-shirt with a cartoon of Tesla’s Shanghai factory. In a tweet, he labeled the video 'NSFW' ",Tesla,1.0,0.0,-1.0,0.0
1904,Elon Musk dance moves launch Tesla Model Y SUV program at new China factory ,Tesla,1.0,0.0,1.0,0.5
1907,German carmakers eye Brandenburg after Tesla expansion push ,Tesla,1.0,,0.0,0.5
1908,Tesla starts work on Model Y program at Shanghai factory ,Tesla,1.0,0.0,1.0,0.5
1910,Tesla rally leaves short sellers down $3 billion since 2018,Tesla,1.0,-1.0,1.0,-1.0
1916,"After Tesla's record year in Norway, rivals gear up for 2020",Tesla,1.0,0.0,1.0,0.0
1919,Tesla cuts price for China-made Model 3 vehicles before delivery,Tesla,1.0,0.0,1.0,0.0
1920,".@Tesla says it will deliver China-made Model 3 sedans, priced at $50,000 before subsidies, at an event at its Shanghai plant on Jan. 7",Tesla,1.0,0.0,1.0,0.0
1922,Electric carmaker @Tesla has set a date for when the Chinese public can get their hands on the Model 3 sedans made at its Shanghai plant: Jan. 7,Tesla,1.0,0.0,1.0,0.0
1925,Tesla says will start delivering China-made Model 3s to public on Jan. 7,Tesla,1.0,0.0,1.0,0.5
1927,Tesla says will deliver second batch of China-made Model 3s on January 7,Tesla,1.0,0.0,1.0,0.5
1933,"Tesla's main competition will be with Germany's premium carmakers, not Chinese ones ",Tesla,1.0,0.0,1.0,0.0
1935,NIO could have been the Chinese firm to rival Tesla. But analysts say its aspirations got the better of it ,Tesla,1.0,0.0,1.0,0.0
1936,Cloning Tesla: electric-vehicle wars in China ,Tesla,0.0,,1.0,0.0
1937,"China would be a natural place to produce a ""Tesla killer."" Ironically, China may ultimately secure Tesla's bright future ",Tesla,1.0,,0.5,0.5
1940,Elon Musk's Tesla factory in China just got up and running. Now its vehicle production there will be delayed because of the deadly Wuhan virus outbreak. ,Tesla,1.0,-1.0,1.0,-1.0
1949,Watch Elon Musk dance on stage during a Tesla event at the company's factory in Shanghai. ,Tesla,1.0,0.0,1.0,0.0
1966,Twitter and Facebook have warped our minds in ways we don’t understand ,Facebook,1.0,0.0,1.0,-0.5
1971,"Facebook says it is banning remove videos edited or synthesized in ways that aren't apparent to the average person, and which could dupe someone into thinking the video's subject said something he or she didn't actually say. ",Facebook,1.0,0.0,1.0,0.5
1972,Facebook 'Supreme Court' names human rights expert to lead oversight board ,Facebook,1.0,0.0,1.0,0.0
1973,You can now find out what Facebook knows about you from the rest of the internet ,Facebook,1.0,0.0,1.0,0.0
1978,"'Authoritarian' Zuckerberg intends to use Facebook to re-elect Trump, says Hillary Clinton ",Facebook,1.0,0.0,-1.0,-0.5
1992,Facebook PR boss Nick Clegg defends its decision to allow false political ads ,Facebook,1.0,-1.0,0.0,-0.5
1993,Facebook removes 'coordinated' posts backing ex-marine implicated in Ukraine plot ,Facebook,1.0,0.0,1.0,0.0
1994,"Facebook must hand over mishandled data from thousands of apps, says US judge ",Facebook,1.0,0.0,-1.0,-0.5
2001,Facebook bans deepfake videos but allows misinformation ,Facebook,1.0,-1.0,0.5,0.0
2005,'Dinner honors President S**thole' - Facebook AI while translating Xi Jinping's name from Burmese to English ,Facebook,1.0,0.0,-1.0,0.0
2006,The result of #Facebook’s ownership of #Instagram and #WhatsApp is 'one of the largest unlawful monopolies ever seen in the United States' - firms,Facebook,1.0,,-1.0,-1.0
2007,#Facebook deletes video titled ‘How ‘good guy’ #Soleimani became US media’s ‘bad guy’ citing unspecified violations of 'community standards',Facebook,1.0,-1.0,0.0,0.0
2008,Facebook censors explainer clip recalling when western media liked #Soleimani – and demonetizes popular account for sharing it ,Facebook,1.0,-1.0,0.0,0.0
2009, Trump warns Iran against censorship &amp; #FreeSpeech ALSO Facebook censors pro-Iran posts ,Facebook,1.0,-1.0,0.0,0.0
2010,Trump warns Tehran against censorship… as Facebook ‘thought police’ censors pro-Iran posts ‘to comply with US sanctions’ ,Facebook,1.0,-1.0,0.0,0.0
2011,New policy does not cover ‘shallow fakes’ or videos made using traditional video editing tools - #Facebook ,Facebook,1.0,-1.0,0.0,0.0
2012,*Facebook grinning in the corner* ,Facebook,1.0,1.0,0.0,0.5
2018,"Facebook reported a 51% rise in expenses last year, compared to 2018. Here’s what Mark Zuckerberg had to say on the earnings call.",Facebook,1.0,-1.0,1.0,1.0
2027,"What's moving the market right now: Dow futures off 200, Facebook plunges, waiting for GDP",Facebook,1.0,-1.0,0.0,-1.0
2042,Facebook restricts employee travel to China as Coronavirus spreads ,Facebook,1.0,,0.0,-0.5
2045,Facebook's $52 billion problem: All that cash and no place to spend it.,Facebook,1.0,-1.0,0.5,-0.5
2046,"Google cut its lobbying spending nearly in half in 2019, while Facebook took the lead.",Facebook,1.0,,0.0,0.0
2056,"Here are Monday's biggest analyst calls of the day: Facebook, Morgan Stanley, Costco &amp; more ",Facebook,1.0,1.0,0.0,0.0
2059,Biden wants to get rid of the law that shields companies like Facebook from liability for what their users post. ,Facebook,1.0,-1.0,0.0,0.0
