,text,search_term,label0
552,"Trump to break bread with Apple's Tim Cook and other CEOs, sources say. ",Apple,1
553,Here are top value investor Bill Nygren's favorite stock picks and how he's trading Apple now ,Apple,1
554,How to download Apple Card data into a spreadsheet ,Apple,0
555,Apple has reportedly dropped the plan for encrypting iPhone backups after the FBI complained. ,Apple,1
557,Here's why Apple CEO Tim Cook says you shouldn't let your kids use social media. (via @CNBCMakeIt),Apple,1
558,Apple’s story is shifting thanks to the massive success of AirPods. ,Apple,1
561,Here's why Apple could become a $400 stock in 2020. (via @TradingNation),Apple,1
563,"Apple's App Store appeals process would make 'Kafka blush,' entrepreneur tells Congress ",Apple,1
565,Analysts raise Apple price targets but warn inflated expectations 'may make the music stop' ,Apple,1
566,Apple may be forced to ditch its Lightning charge cable due to new EU rules ,Apple,1
569,"Apple and Tesla may be market darlings, but hedge funds are betting big they'll collapse ",Apple,1
571,Apple's fight with Trump and the Justice Department is about more than two iPhones ,Apple,1
572,Slippery slope: Online privacy activist defends Apple's refusal to unlock iPhones for the FBI ,Apple,1
574,"Apple CEO Tim Cook's total pay dropped last year, but he still took home over $125 million.",Apple,1
584,Steve Bannon's warning to Apple: 'I would pay attention' to Trump's tweet on unlocking iPhones ,Apple,1
585,"Canaccord Genuity raises Apple's price target to $355 because of 5G, potential cheaper iPhone",Apple,1
601,Apple is now selling a blood glucose monitor that closely integrates with the iPhone and the Apple Watch in stores. ,Apple,1
609,Asia markets set for higher open as investors watch Apple suppliers in Asia ,Apple,1
610,"Stocks making the biggest moves midday: Apple, Tesla, Goldman Sachs, Costco, AMD &amp; more ",Apple,1
611,Apple stock hits record after Chinese government data indicates iPhone sales spike ,Apple,1
613,"Tech giants like Google, Apple and Amazon are spending money to address the affordable housing crisis they helped create. But is it too little, too late? Watch the full video here: ",Apple,1
615,Apple ditched the headphone jack in 2016. Now Samsung is also removing this decades-old feature. This is the rise and fall of the headphone jack.,Apple,1
618,"Apple’s wearables business, which includes AirPods and the Apple Watch, presents a huge opportunity for the company. ",Apple,1
620,"How to use Apple Pay: the ultimate guide to paying with your iPhone, Apple Watch, Mac or iPad ",Apple,1
622,"Apple's App Store had gross sales around $50 billion last year, but growth is slowing",Apple,1
624,Apple privacy officer says 'building back doors' to access iPhone data won't help solve crimes ,Apple,1
625,The FBI and Apple are poised for another privacy battle over unlocking iPhones ,Apple,1
626,Top tech analyst says Apple's stock hasn't been this 'expensive' in a decade ,Apple,1
627,"Here are Monday's biggest analyst calls of the day: Apple, Citi, Alphabet, Bank of America &amp; more ",Apple,1
628,Ricky Gervais blasts Apple's Tim Cook at the Golden Globes over China 'sweatshops' ,Apple,1
629,Apple's fastest 5G iPhones may not launch until late 2020 or early 2021,Apple,1
630,"Here's what you need to know before the stock market opens: 1. Trump threatens Iraq with sanctions over a resolution passed in parliament. 2. Apple gets price target hikes, though its stock is down in premarket trading. Read more:",Apple,1
631,"Analyst sees 'bull case' of $400 for Apple, citing 5g 'super cycle'",Apple,1
632,Deutsche Bank says Apple 'unlikely to come close to repeating last year's returns' ,Apple,1
634,"From the start-up sound to the camera click, here's where the sounds you hear every day on Apple products came from. ",Apple,1
635,"It’s been over a decade since Apple began selling iPhones in India, but the company still only makes up 1% of the world's 2nd-largest smartphone market.",Apple,1
637,"These are the best apps of 2019, according to Apple.",Apple,0
641,"“It’s been a great run for Apple. It’s been a terrific year and I frankly don’t see how this is going to stop,” Alan Patricof, Greycroft co-founder, said earlier today after Apple’s market cap hit $1.3 trillion.",Apple,1
643,"LISTEN NOW: Iran’s top military commander killed by a U.S. airstrike, presidential hopefuls respond to the strike and Apple hits a market milestone — these stories and more on the Squawk Pod podcast by @SquawkCNBC. Subscribe here: ",Apple,1
644,Samsung just announced budget versions of its flagship phones before Apple's expected cheap iPhone ,Apple,1
645,"Here are Friday's biggest analyst calls of the day: Bank of America, Apple, L Brands &amp; more ",Apple,1
646,Two major analysts just got more bullish on Apple ,Apple,1
650,"Apple signs exclusive deal with former HBO boss to make movies, TV, and documentaries ",Apple,1
651,"If you missed Apple’s 2019 record rally, there may still be time to make big profits. (via @TradingNation)",Apple,1
655,Apple Watch helps disprove man's story of anti-Semitic stabbing attack story ,Apple,1
656,Apple and the wifi chip company it uses for iPhones have been ordered to pay $1.1bn (£840.5m) to a university for infringing patents,Apple,1
657,Apple has reported a rise in iPhone sales for the first time in a year as it delivered better than expected results for the key Christmas quarter ,Apple,1
658,"Apple's plans to increase iPhone production and launch a cheaper model could be disrupted by the outbreak of a new coronavirus in China, according to reports ",Apple,1
660,Apple says adopting a universal charger would create 'an unprecedented volume of electronic waste' ,Apple,1
662,Apple says EU's universal charger proposal would create 'unprecedented electronic waste' ,Apple,1
664,"The #iPhone11 is the first @Apple device to have a front-facing camera that can shoot slow-motion videos, recording 120 frames per second",Apple,1
665,".@Apple has released two new slow-motion selfie (or #slofie) videos to show off the feature available on the #iPhone11, although consumers still seem sceptical of its uses Read more here",Apple,1
666,Apple pushes 'slofie' feature with snowboarding videos ,Apple,1
668,Trump attacks Apple for 'refusing to unlock' iPhones for FBI... while using device ,Apple,1
670,"When Steve Jobs returned to Apple in 1997, it was valued at $3bn, less than one-tenth of Siemens, Europe’s largest industrial group then and now. Today, Apple is worth more than Germany’s 30 leading companies",Apple,1
672,"Apple reported new records for both revenue and income during its holiday sales period, achieving one of the biggest quarterly profits for any company and helping to justify a stock price that has more than doubled in the past year ",Apple,1
674,"According to a leaked document, Brussels will outline measures for a universal EU smartphone charger this year. It could be met with a furious response from Apple ",Apple,1
675,Apple is expected to have earned $51bn in iPhone revenue in the last quarter,Apple,1
676,Apple argued that European plans to force tech companies to adopt a ‘common charger’ for smartphones would ‘restrict the industry’s ability to innovate’ ,Apple,1
677,"Amazon’s music streaming service has eclipsed 55m users, edging closer in number to the 60m subscribers to Apple Music",Apple,1
678,"Google researchers have revealed details of multiple security flaws in Apple’s Safari web browser, which were ironically found in an anti-tracking feature, that allowed users’ browsing behaviour to be tracked ",Apple,1
682,"New York has served as an incubator for the fitness industry, popularising Pilates and indoor cycling. The city's new trend is HIIT, high-intensity interval training, and the FT has suggestions for the best places to find this workout in the Big Apple ",Apple,1
683,"A former female KPMG partner said: 'The issue is there are a few bad apples combined with a culture that is too focused on keeping big-billers happy, which means good people turn a blind eye to stupid things' ",Apple,0
684,Apple bans radio app that is front for Iranian taxi service ,Apple,1
685,"Hong Kong stocks slump 3% on coronavirus fears, but Apple results cheer traders - business live",Apple,1
686,Apple reports record profits amid concerns over economic impact of coronavirus ,Apple,1
687,"16in MacBook Pro review: bigger battery, new keyboard, new Apple",Apple,1
689,How to eat: apple crumble ,Apple,0
690,"Ricky Gervais targets Apple, Epstein and Cats in Golden Globes monologue ",Apple,0
692,"Apple, Broadcom ordered to pay $1.1 billion to university in California",Apple,1
695,"""Will have to step up"": US President Trump lashes out at Apple on Pensacola phones ",Apple,1
696,Apple iPhone 12 rumors for 2020,Apple,1
697,Jeff Bezos’s iPhone had Apple’s state of the art security and that may have helped its alleged hackers ,Apple,1
698,Opinion: Senate Republicans’ defense of Trump is as mushy as apple pie ,Apple,0
700,Why Apple’s new TV show tells the stories of real immigrants — with no mention of Trump ,Apple,1
702,FBI asks Apple for help cracking Pensacola gunman’s iPhones ,Apple,1
704,"Cubbies were placed outside the door and in the Senate Cloakroom for anyone going into the chamber to stash their devices—but some senators seem to have found a loophole, at least three were spotted wearing Apple watches during Tuesday’s arguments. ",Apple,1
708,"TODAY IN HISTORY: On this day in 2007, Steve Jobs introduced the original Apple iPhone.",Apple,1
709,"Animals at Tierpark Berlin had a belated Christmas meal, feasting on unsold organic Christmas trees, distributed annually to German zoos. Staff members added extra snacks on the trees, including peppers, apples and bread rolls. ",Apple,0
712,"TODAY IN HISTORY: On this day in 1977, Apple Computer was incorporated in Cupertino, California, by Steve Jobs, Steve Wozniak and Mike Markkula Jr.",Apple,1
713,Apple is once again under pressure to help the FBI unlock a shooter's iPhone. Here's what to know ,Apple,1
714,"Apple executive Tony Blevins has built a career staring down suppliers and slashing prices to the bone. In today's episode of The Journal podcast, @trippmickle explains why, as Apple’s iPhone sales slow, that’s an increasingly important job. Listen: ",Apple,1
715,"One of Netflix’s top engineers will join Apple’s internet-services organization. He helped make Netflix a speedier, more consistent service for viewers. ",Apple,1
